,geometry
1717,"POLYGON ((1033433.434877821 7746684.861747535, 1033433.434877821 7751684.861747535, 1028433.434877821 7751684.861747535, 1028433.434877821 7746684.861747535, 1033433.434877821 7746684.861747535))"
1718,"POLYGON ((1033433.434877821 7756684.861747535, 1033433.434877821 7761684.861747535, 1028433.434877821 7761684.861747535, 1028433.434877821 7756684.861747535, 1033433.434877821 7756684.861747535))"
1719,"POLYGON ((1033433.434877821 7761684.861747535, 1033433.434877821 7766684.861747535, 1028433.434877821 7766684.861747535, 1028433.434877821 7761684.861747535, 1033433.434877821 7761684.861747535))"
1720,"POLYGON ((1033433.434877821 7766684.861747535, 1033433.434877821 7771684.861747535, 1028433.434877821 7771684.861747535, 1028433.434877821 7766684.861747535, 1033433.434877821 7766684.861747535))"
1721,"POLYGON ((1033433.434877821 7771684.861747535, 1033433.434877821 7776684.861747535, 1028433.434877821 7776684.861747535, 1028433.434877821 7771684.861747535, 1033433.434877821 7771684.861747535))"
1722,"POLYGON ((1033433.434877821 7776684.861747535, 1033433.434877821 7781684.861747535, 1028433.434877821 7781684.861747535, 1028433.434877821 7776684.861747535, 1033433.434877821 7776684.861747535))"
1723,"POLYGON ((1033433.434877821 7781684.861747535, 1033433.434877821 7786684.861747535, 1028433.434877821 7786684.861747535, 1028433.434877821 7781684.861747535, 1033433.434877821 7781684.861747535))"
1724,"POLYGON ((1033433.434877821 7786684.861747535, 1033433.434877821 7791684.861747535, 1028433.434877821 7791684.861747535, 1028433.434877821 7786684.861747535, 1033433.434877821 7786684.861747535))"
1725,"POLYGON ((1038433.434877821 7326684.861747535, 1038433.434877821 7331684.861747535, 1033433.434877821 7331684.861747535, 1033433.434877821 7326684.861747535, 1038433.434877821 7326684.861747535))"
1726,"POLYGON ((1038433.434877821 7331684.861747535, 1038433.434877821 7336684.861747535, 1033433.434877821 7336684.861747535, 1033433.434877821 7331684.861747535, 1038433.434877821 7331684.861747535))"
1727,"POLYGON ((1038433.434877821 7336684.861747535, 1038433.434877821 7341684.861747535, 1033433.434877821 7341684.861747535, 1033433.434877821 7336684.861747535, 1038433.434877821 7336684.861747535))"
1728,"POLYGON ((1038433.434877821 7341684.861747535, 1038433.434877821 7346684.861747535, 1033433.434877821 7346684.861747535, 1033433.434877821 7341684.861747535, 1038433.434877821 7341684.861747535))"
1729,"POLYGON ((1038433.434877821 7346684.861747535, 1038433.434877821 7351684.861747535, 1033433.434877821 7351684.861747535, 1033433.434877821 7346684.861747535, 1038433.434877821 7346684.861747535))"
1730,"POLYGON ((1038433.434877821 7351684.861747535, 1038433.434877821 7356684.861747535, 1033433.434877821 7356684.861747535, 1033433.434877821 7351684.861747535, 1038433.434877821 7351684.861747535))"
1731,"POLYGON ((1038433.434877821 7356684.861747535, 1038433.434877821 7361684.861747535, 1033433.434877821 7361684.861747535, 1033433.434877821 7356684.861747535, 1038433.434877821 7356684.861747535))"
1732,"POLYGON ((1038433.434877821 7361684.861747535, 1038433.434877821 7366684.861747535, 1033433.434877821 7366684.861747535, 1033433.434877821 7361684.861747535, 1038433.434877821 7361684.861747535))"
1733,"POLYGON ((1038433.434877821 7366684.861747535, 1038433.434877821 7371684.861747535, 1033433.434877821 7371684.861747535, 1033433.434877821 7366684.861747535, 1038433.434877821 7366684.861747535))"
1734,"POLYGON ((1038433.434877821 7371684.861747535, 1038433.434877821 7376684.861747535, 1033433.434877821 7376684.861747535, 1033433.434877821 7371684.861747535, 1038433.434877821 7371684.861747535))"
1735,"POLYGON ((1038433.434877821 7376684.861747535, 1038433.434877821 7381684.861747535, 1033433.434877821 7381684.861747535, 1033433.434877821 7376684.861747535, 1038433.434877821 7376684.861747535))"
1736,"POLYGON ((1038433.434877821 7381684.861747535, 1038433.434877821 7386684.861747535, 1033433.434877821 7386684.861747535, 1033433.434877821 7381684.861747535, 1038433.434877821 7381684.861747535))"
1737,"POLYGON ((1038433.434877821 7386684.861747535, 1038433.434877821 7391684.861747535, 1033433.434877821 7391684.861747535, 1033433.434877821 7386684.861747535, 1038433.434877821 7386684.861747535))"
1738,"POLYGON ((1038433.434877821 7391684.861747535, 1038433.434877821 7396684.861747535, 1033433.434877821 7396684.861747535, 1033433.434877821 7391684.861747535, 1038433.434877821 7391684.861747535))"
1739,"POLYGON ((1038433.434877821 7396684.861747535, 1038433.434877821 7401684.861747535, 1033433.434877821 7401684.861747535, 1033433.434877821 7396684.861747535, 1038433.434877821 7396684.861747535))"
1740,"POLYGON ((1038433.434877821 7401684.861747535, 1038433.434877821 7406684.861747535, 1033433.434877821 7406684.861747535, 1033433.434877821 7401684.861747535, 1038433.434877821 7401684.861747535))"
1741,"POLYGON ((1038433.434877821 7406684.861747535, 1038433.434877821 7411684.861747535, 1033433.434877821 7411684.861747535, 1033433.434877821 7406684.861747535, 1038433.434877821 7406684.861747535))"
1742,"POLYGON ((1038433.434877821 7411684.861747535, 1038433.434877821 7416684.861747535, 1033433.434877821 7416684.861747535, 1033433.434877821 7411684.861747535, 1038433.434877821 7411684.861747535))"
1743,"POLYGON ((1038433.434877821 7416684.861747535, 1038433.434877821 7421684.861747535, 1033433.434877821 7421684.861747535, 1033433.434877821 7416684.861747535, 1038433.434877821 7416684.861747535))"
1744,"POLYGON ((1038433.434877821 7421684.861747535, 1038433.434877821 7426684.861747535, 1033433.434877821 7426684.861747535, 1033433.434877821 7421684.861747535, 1038433.434877821 7421684.861747535))"
1745,"POLYGON ((1038433.434877821 7426684.861747535, 1038433.434877821 7431684.861747535, 1033433.434877821 7431684.861747535, 1033433.434877821 7426684.861747535, 1038433.434877821 7426684.861747535))"
1746,"POLYGON ((1038433.434877821 7431684.861747535, 1038433.434877821 7436684.861747535, 1033433.434877821 7436684.861747535, 1033433.434877821 7431684.861747535, 1038433.434877821 7431684.861747535))"
1747,"POLYGON ((1038433.434877821 7436684.861747535, 1038433.434877821 7441684.861747535, 1033433.434877821 7441684.861747535, 1033433.434877821 7436684.861747535, 1038433.434877821 7436684.861747535))"
1748,"POLYGON ((1038433.434877821 7441684.861747535, 1038433.434877821 7446684.861747535, 1033433.434877821 7446684.861747535, 1033433.434877821 7441684.861747535, 1038433.434877821 7441684.861747535))"
1749,"POLYGON ((1038433.434877821 7446684.861747535, 1038433.434877821 7451684.861747535, 1033433.434877821 7451684.861747535, 1033433.434877821 7446684.861747535, 1038433.434877821 7446684.861747535))"
1750,"POLYGON ((1038433.434877821 7451684.861747535, 1038433.434877821 7456684.861747535, 1033433.434877821 7456684.861747535, 1033433.434877821 7451684.861747535, 1038433.434877821 7451684.861747535))"
1751,"POLYGON ((1038433.434877821 7456684.861747535, 1038433.434877821 7461684.861747535, 1033433.434877821 7461684.861747535, 1033433.434877821 7456684.861747535, 1038433.434877821 7456684.861747535))"
1752,"POLYGON ((1038433.434877821 7461684.861747535, 1038433.434877821 7466684.861747535, 1033433.434877821 7466684.861747535, 1033433.434877821 7461684.861747535, 1038433.434877821 7461684.861747535))"
1753,"POLYGON ((1038433.434877821 7466684.861747535, 1038433.434877821 7471684.861747535, 1033433.434877821 7471684.861747535, 1033433.434877821 7466684.861747535, 1038433.434877821 7466684.861747535))"
1754,"POLYGON ((1038433.434877821 7471684.861747535, 1038433.434877821 7476684.861747535, 1033433.434877821 7476684.861747535, 1033433.434877821 7471684.861747535, 1038433.434877821 7471684.861747535))"
1755,"POLYGON ((1038433.434877821 7476684.861747535, 1038433.434877821 7481684.861747535, 1033433.434877821 7481684.861747535, 1033433.434877821 7476684.861747535, 1038433.434877821 7476684.861747535))"
1756,"POLYGON ((1038433.434877821 7481684.861747535, 1038433.434877821 7486684.861747535, 1033433.434877821 7486684.861747535, 1033433.434877821 7481684.861747535, 1038433.434877821 7481684.861747535))"
1757,"POLYGON ((1038433.434877821 7486684.861747535, 1038433.434877821 7491684.861747535, 1033433.434877821 7491684.861747535, 1033433.434877821 7486684.861747535, 1038433.434877821 7486684.861747535))"
1758,"POLYGON ((1038433.434877821 7491684.861747535, 1038433.434877821 7496684.861747535, 1033433.434877821 7496684.861747535, 1033433.434877821 7491684.861747535, 1038433.434877821 7491684.861747535))"
1759,"POLYGON ((1038433.434877821 7496684.861747535, 1038433.434877821 7501684.861747535, 1033433.434877821 7501684.861747535, 1033433.434877821 7496684.861747535, 1038433.434877821 7496684.861747535))"
1760,"POLYGON ((1038433.434877821 7501684.861747535, 1038433.434877821 7506684.861747535, 1033433.434877821 7506684.861747535, 1033433.434877821 7501684.861747535, 1038433.434877821 7501684.861747535))"
1761,"POLYGON ((1038433.434877821 7506684.861747535, 1038433.434877821 7511684.861747535, 1033433.434877821 7511684.861747535, 1033433.434877821 7506684.861747535, 1038433.434877821 7506684.861747535))"
1762,"POLYGON ((1038433.434877821 7511684.861747535, 1038433.434877821 7516684.861747535, 1033433.434877821 7516684.861747535, 1033433.434877821 7511684.861747535, 1038433.434877821 7511684.861747535))"
1763,"POLYGON ((1038433.434877821 7516684.861747535, 1038433.434877821 7521684.861747535, 1033433.434877821 7521684.861747535, 1033433.434877821 7516684.861747535, 1038433.434877821 7516684.861747535))"
1764,"POLYGON ((1038433.434877821 7521684.861747535, 1038433.434877821 7526684.861747535, 1033433.434877821 7526684.861747535, 1033433.434877821 7521684.861747535, 1038433.434877821 7521684.861747535))"
1765,"POLYGON ((1038433.434877821 7526684.861747535, 1038433.434877821 7531684.861747535, 1033433.434877821 7531684.861747535, 1033433.434877821 7526684.861747535, 1038433.434877821 7526684.861747535))"
1766,"POLYGON ((1038433.434877821 7531684.861747535, 1038433.434877821 7536684.861747535, 1033433.434877821 7536684.861747535, 1033433.434877821 7531684.861747535, 1038433.434877821 7531684.861747535))"
1767,"POLYGON ((1038433.434877821 7536684.861747535, 1038433.434877821 7541684.861747535, 1033433.434877821 7541684.861747535, 1033433.434877821 7536684.861747535, 1038433.434877821 7536684.861747535))"
1768,"POLYGON ((1038433.434877821 7541684.861747535, 1038433.434877821 7546684.861747535, 1033433.434877821 7546684.861747535, 1033433.434877821 7541684.861747535, 1038433.434877821 7541684.861747535))"
1769,"POLYGON ((1038433.434877821 7546684.861747535, 1038433.434877821 7551684.861747535, 1033433.434877821 7551684.861747535, 1033433.434877821 7546684.861747535, 1038433.434877821 7546684.861747535))"
1770,"POLYGON ((1038433.434877821 7551684.861747535, 1038433.434877821 7556684.861747535, 1033433.434877821 7556684.861747535, 1033433.434877821 7551684.861747535, 1038433.434877821 7551684.861747535))"
1771,"POLYGON ((1038433.434877821 7556684.861747535, 1038433.434877821 7561684.861747535, 1033433.434877821 7561684.861747535, 1033433.434877821 7556684.861747535, 1038433.434877821 7556684.861747535))"
1772,"POLYGON ((1038433.434877821 7561684.861747535, 1038433.434877821 7566684.861747535, 1033433.434877821 7566684.861747535, 1033433.434877821 7561684.861747535, 1038433.434877821 7561684.861747535))"
1773,"POLYGON ((1038433.434877821 7566684.861747535, 1038433.434877821 7571684.861747535, 1033433.434877821 7571684.861747535, 1033433.434877821 7566684.861747535, 1038433.434877821 7566684.861747535))"
1774,"POLYGON ((1038433.434877821 7571684.861747535, 1038433.434877821 7576684.861747535, 1033433.434877821 7576684.861747535, 1033433.434877821 7571684.861747535, 1038433.434877821 7571684.861747535))"
1775,"POLYGON ((1038433.434877821 7576684.861747535, 1038433.434877821 7581684.861747535, 1033433.434877821 7581684.861747535, 1033433.434877821 7576684.861747535, 1038433.434877821 7576684.861747535))"
1776,"POLYGON ((1038433.434877821 7581684.861747535, 1038433.434877821 7586684.861747535, 1033433.434877821 7586684.861747535, 1033433.434877821 7581684.861747535, 1038433.434877821 7581684.861747535))"
1777,"POLYGON ((1038433.434877821 7586684.861747535, 1038433.434877821 7591684.861747535, 1033433.434877821 7591684.861747535, 1033433.434877821 7586684.861747535, 1038433.434877821 7586684.861747535))"
1778,"POLYGON ((1038433.434877821 7591684.861747535, 1038433.434877821 7596684.861747535, 1033433.434877821 7596684.861747535, 1033433.434877821 7591684.861747535, 1038433.434877821 7591684.861747535))"
1779,"POLYGON ((1038433.434877821 7596684.861747535, 1038433.434877821 7601684.861747535, 1033433.434877821 7601684.861747535, 1033433.434877821 7596684.861747535, 1038433.434877821 7596684.861747535))"
1780,"POLYGON ((1038433.434877821 7601684.861747535, 1038433.434877821 7606684.861747535, 1033433.434877821 7606684.861747535, 1033433.434877821 7601684.861747535, 1038433.434877821 7601684.861747535))"
1781,"POLYGON ((1038433.434877821 7606684.861747535, 1038433.434877821 7611684.861747535, 1033433.434877821 7611684.861747535, 1033433.434877821 7606684.861747535, 1038433.434877821 7606684.861747535))"
1782,"POLYGON ((1038433.434877821 7611684.861747535, 1038433.434877821 7616684.861747535, 1033433.434877821 7616684.861747535, 1033433.434877821 7611684.861747535, 1038433.434877821 7611684.861747535))"
1783,"POLYGON ((1038433.434877821 7616684.861747535, 1038433.434877821 7621684.861747535, 1033433.434877821 7621684.861747535, 1033433.434877821 7616684.861747535, 1038433.434877821 7616684.861747535))"
1784,"POLYGON ((1038433.434877821 7621684.861747535, 1038433.434877821 7626684.861747535, 1033433.434877821 7626684.861747535, 1033433.434877821 7621684.861747535, 1038433.434877821 7621684.861747535))"
1785,"POLYGON ((1038433.434877821 7626684.861747535, 1038433.434877821 7631684.861747535, 1033433.434877821 7631684.861747535, 1033433.434877821 7626684.861747535, 1038433.434877821 7626684.861747535))"
1786,"POLYGON ((1038433.434877821 7631684.861747535, 1038433.434877821 7636684.861747535, 1033433.434877821 7636684.861747535, 1033433.434877821 7631684.861747535, 1038433.434877821 7631684.861747535))"
1787,"POLYGON ((1038433.434877821 7636684.861747535, 1038433.434877821 7641684.861747535, 1033433.434877821 7641684.861747535, 1033433.434877821 7636684.861747535, 1038433.434877821 7636684.861747535))"
1788,"POLYGON ((1038433.434877821 7641684.861747535, 1038433.434877821 7646684.861747535, 1033433.434877821 7646684.861747535, 1033433.434877821 7641684.861747535, 1038433.434877821 7641684.861747535))"
1789,"POLYGON ((1038433.434877821 7646684.861747535, 1038433.434877821 7651684.861747535, 1033433.434877821 7651684.861747535, 1033433.434877821 7646684.861747535, 1038433.434877821 7646684.861747535))"
1790,"POLYGON ((1038433.434877821 7651684.861747535, 1038433.434877821 7656684.861747535, 1033433.434877821 7656684.861747535, 1033433.434877821 7651684.861747535, 1038433.434877821 7651684.861747535))"
1791,"POLYGON ((1038433.434877821 7656684.861747535, 1038433.434877821 7661684.861747535, 1033433.434877821 7661684.861747535, 1033433.434877821 7656684.861747535, 1038433.434877821 7656684.861747535))"
1792,"POLYGON ((1038433.434877821 7666684.861747535, 1038433.434877821 7671684.861747535, 1033433.434877821 7671684.861747535, 1033433.434877821 7666684.861747535, 1038433.434877821 7666684.861747535))"
1793,"POLYGON ((1038433.434877821 7671684.861747535, 1038433.434877821 7676684.861747535, 1033433.434877821 7676684.861747535, 1033433.434877821 7671684.861747535, 1038433.434877821 7671684.861747535))"
1794,"POLYGON ((1038433.434877821 7676684.861747535, 1038433.434877821 7681684.861747535, 1033433.434877821 7681684.861747535, 1033433.434877821 7676684.861747535, 1038433.434877821 7676684.861747535))"
