,geometry,index_right,Unnamed: 0,stationId,x,y,minTempJanuary,minTempFebruary,minTempMarch,minTempApril,minTempMay,minTempJune,minTempJuly,minTempAugust,minTempSeptember,minTempOctober,minTempNovember,minTempDecember
1082,"POLYGON ((1158433.434877821 7596684.861747535, 1158433.434877821 7606684.861747535, 1148433.434877821 7606684.861747535, 1148433.434877821 7596684.861747535, 1158433.434877821 7596684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1124,"POLYGON ((1168433.434877821 7586684.861747535, 1168433.434877821 7596684.861747535, 1158433.434877821 7596684.861747535, 1158433.434877821 7586684.861747535, 1168433.434877821 7586684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1125,"POLYGON ((1168433.434877821 7596684.861747535, 1168433.434877821 7606684.861747535, 1158433.434877821 7606684.861747535, 1158433.434877821 7596684.861747535, 1168433.434877821 7596684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1126,"POLYGON ((1168433.434877821 7606684.861747535, 1168433.434877821 7616684.861747535, 1158433.434877821 7616684.861747535, 1158433.434877821 7606684.861747535, 1168433.434877821 7606684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1161,"POLYGON ((1178433.434877821 7546684.861747535, 1178433.434877821 7556684.861747535, 1168433.434877821 7556684.861747535, 1168433.434877821 7546684.861747535, 1178433.434877821 7546684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1162,"POLYGON ((1178433.434877821 7576684.861747535, 1178433.434877821 7586684.861747535, 1168433.434877821 7586684.861747535, 1168433.434877821 7576684.861747535, 1178433.434877821 7576684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1163,"POLYGON ((1178433.434877821 7586684.861747535, 1178433.434877821 7596684.861747535, 1168433.434877821 7596684.861747535, 1168433.434877821 7586684.861747535, 1178433.434877821 7586684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1164,"POLYGON ((1178433.434877821 7596684.861747535, 1178433.434877821 7606684.861747535, 1168433.434877821 7606684.861747535, 1168433.434877821 7596684.861747535, 1178433.434877821 7596684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1165,"POLYGON ((1178433.434877821 7606684.861747535, 1178433.434877821 7616684.861747535, 1168433.434877821 7616684.861747535, 1168433.434877821 7606684.861747535, 1178433.434877821 7606684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1166,"POLYGON ((1178433.434877821 7616684.861747535, 1178433.434877821 7626684.861747535, 1168433.434877821 7626684.861747535, 1168433.434877821 7616684.861747535, 1178433.434877821 7616684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1201,"POLYGON ((1188433.434877821 7596684.861747535, 1188433.434877821 7606684.861747535, 1178433.434877821 7606684.861747535, 1178433.434877821 7596684.861747535, 1188433.434877821 7596684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1202,"POLYGON ((1188433.434877821 7606684.861747535, 1188433.434877821 7616684.861747535, 1178433.434877821 7616684.861747535, 1178433.434877821 7606684.861747535, 1188433.434877821 7606684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1203,"POLYGON ((1188433.434877821 7616684.861747535, 1188433.434877821 7626684.861747535, 1178433.434877821 7626684.861747535, 1178433.434877821 7616684.861747535, 1188433.434877821 7616684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1204,"POLYGON ((1188433.434877821 7626684.861747535, 1188433.434877821 7636684.861747535, 1178433.434877821 7636684.861747535, 1178433.434877821 7626684.861747535, 1188433.434877821 7626684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1225,"POLYGON ((1198433.434877821 7586684.861747535, 1198433.434877821 7596684.861747535, 1188433.434877821 7596684.861747535, 1188433.434877821 7586684.861747535, 1198433.434877821 7586684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1226,"POLYGON ((1198433.434877821 7596684.861747535, 1198433.434877821 7606684.861747535, 1188433.434877821 7606684.861747535, 1188433.434877821 7596684.861747535, 1198433.434877821 7596684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1227,"POLYGON ((1198433.434877821 7606684.861747535, 1198433.434877821 7616684.861747535, 1188433.434877821 7616684.861747535, 1188433.434877821 7606684.861747535, 1198433.434877821 7606684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1228,"POLYGON ((1198433.434877821 7616684.861747535, 1198433.434877821 7626684.861747535, 1188433.434877821 7626684.861747535, 1188433.434877821 7616684.861747535, 1198433.434877821 7616684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1229,"POLYGON ((1198433.434877821 7626684.861747535, 1198433.434877821 7636684.861747535, 1188433.434877821 7636684.861747535, 1188433.434877821 7626684.861747535, 1198433.434877821 7626684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1230,"POLYGON ((1198433.434877821 7636684.861747535, 1198433.434877821 7646684.861747535, 1188433.434877821 7646684.861747535, 1188433.434877821 7636684.861747535, 1198433.434877821 7636684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1246,"POLYGON ((1208433.434877821 7596684.861747535, 1208433.434877821 7606684.861747535, 1198433.434877821 7606684.861747535, 1198433.434877821 7596684.861747535, 1208433.434877821 7596684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1247,"POLYGON ((1208433.434877821 7606684.861747535, 1208433.434877821 7616684.861747535, 1198433.434877821 7616684.861747535, 1198433.434877821 7606684.861747535, 1208433.434877821 7606684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1248,"POLYGON ((1208433.434877821 7616684.861747535, 1208433.434877821 7626684.861747535, 1198433.434877821 7626684.861747535, 1198433.434877821 7616684.861747535, 1208433.434877821 7616684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1249,"POLYGON ((1208433.434877821 7626684.861747535, 1208433.434877821 7636684.861747535, 1198433.434877821 7636684.861747535, 1198433.434877821 7626684.861747535, 1208433.434877821 7626684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1250,"POLYGON ((1208433.434877821 7636684.861747535, 1208433.434877821 7646684.861747535, 1198433.434877821 7646684.861747535, 1198433.434877821 7636684.861747535, 1208433.434877821 7636684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1251,"POLYGON ((1208433.434877821 7646684.861747535, 1208433.434877821 7656684.861747535, 1198433.434877821 7656684.861747535, 1198433.434877821 7646684.861747535, 1208433.434877821 7646684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1259,"POLYGON ((1218433.434877821 7616684.861747535, 1218433.434877821 7626684.861747535, 1208433.434877821 7626684.861747535, 1208433.434877821 7616684.861747535, 1218433.434877821 7616684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1260,"POLYGON ((1218433.434877821 7626684.861747535, 1218433.434877821 7636684.861747535, 1208433.434877821 7636684.861747535, 1208433.434877821 7626684.861747535, 1218433.434877821 7626684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1261,"POLYGON ((1218433.434877821 7636684.861747535, 1218433.434877821 7646684.861747535, 1208433.434877821 7646684.861747535, 1208433.434877821 7636684.861747535, 1218433.434877821 7636684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1272,"POLYGON ((1228433.434877821 7636684.861747535, 1228433.434877821 7646684.861747535, 1218433.434877821 7646684.861747535, 1218433.434877821 7636684.861747535, 1228433.434877821 7636684.861747535))",26,26,6073,10.5135,56.0955,-4.45,-4.85,-4.85,1.5,3.9,9.3,11.0,11.8,8.5,4.9,-1.3,0.1
1180,"POLYGON ((1188433.434877821 7316684.861747535, 1188433.434877821 7326684.861747535, 1178433.434877821 7326684.861747535, 1178433.434877821 7316684.861747535, 1188433.434877821 7316684.861747535))",24,24,6138,10.9939,54.8205,-4.65,-6.800000000000001,-4.8500000000000005,2.3,6.3,11.2,9.5,12.2,10.3,5.8,0.2,-0.5
1208,"POLYGON ((1198433.434877821 7306684.861747535, 1198433.434877821 7316684.861747535, 1188433.434877821 7316684.861747535, 1188433.434877821 7306684.861747535, 1198433.434877821 7306684.861747535))",24,24,6138,10.9939,54.8205,-4.65,-6.800000000000001,-4.8500000000000005,2.3,6.3,11.2,9.5,12.2,10.3,5.8,0.2,-0.5
1209,"POLYGON ((1198433.434877821 7316684.861747535, 1198433.434877821 7326684.861747535, 1188433.434877821 7326684.861747535, 1188433.434877821 7316684.861747535, 1198433.434877821 7316684.861747535))",24,24,6138,10.9939,54.8205,-4.65,-6.800000000000001,-4.8500000000000005,2.3,6.3,11.2,9.5,12.2,10.3,5.8,0.2,-0.5
1210,"POLYGON ((1198433.434877821 7326684.861747535, 1198433.434877821 7336684.861747535, 1188433.434877821 7336684.861747535, 1188433.434877821 7326684.861747535, 1198433.434877821 7326684.861747535))",24,24,6138,10.9939,54.8205,-4.65,-6.800000000000001,-4.8500000000000005,2.3,6.3,11.2,9.5,12.2,10.3,5.8,0.2,-0.5
1233,"POLYGON ((1208433.434877821 7316684.861747535, 1208433.434877821 7326684.861747535, 1198433.434877821 7326684.861747535, 1198433.434877821 7316684.861747535, 1208433.434877821 7316684.861747535))",24,24,6138,10.9939,54.8205,-4.65,-6.800000000000001,-4.8500000000000005,2.3,6.3,11.2,9.5,12.2,10.3,5.8,0.2,-0.5
1234,"POLYGON ((1208433.434877821 7326684.861747535, 1208433.434877821 7336684.861747535, 1198433.434877821 7336684.861747535, 1198433.434877821 7326684.861747535, 1208433.434877821 7326684.861747535))",24,24,6138,10.9939,54.8205,-4.65,-6.800000000000001,-4.8500000000000005,2.3,6.3,11.2,9.5,12.2,10.3,5.8,0.2,-0.5
1235,"POLYGON ((1208433.434877821 7336684.861747535, 1208433.434877821 7346684.861747535, 1198433.434877821 7346684.861747535, 1198433.434877821 7336684.861747535, 1208433.434877821 7336684.861747535))",24,24,6138,10.9939,54.8205,-4.65,-6.800000000000001,-4.8500000000000005,2.3,6.3,11.2,9.5,12.2,10.3,5.8,0.2,-0.5
1253,"POLYGON ((1218433.434877821 7346684.861747535, 1218433.434877821 7356684.861747535, 1208433.434877821 7356684.861747535, 1208433.434877821 7346684.861747535, 1218433.434877821 7346684.861747535))",24,24,6138,10.9939,54.8205,-4.65,-6.800000000000001,-4.8500000000000005,2.3,6.3,11.2,9.5,12.2,10.3,5.8,0.2,-0.5
1254,"POLYGON ((1218433.434877821 7356684.861747535, 1218433.434877821 7366684.861747535, 1208433.434877821 7366684.861747535, 1208433.434877821 7356684.861747535, 1218433.434877821 7356684.861747535))",24,24,6138,10.9939,54.8205,-4.65,-6.800000000000001,-4.8500000000000005,2.3,6.3,11.2,9.5,12.2,10.3,5.8,0.2,-0.5
1266,"POLYGON ((1228433.434877821 7316684.861747535, 1228433.434877821 7326684.861747535, 1218433.434877821 7326684.861747535, 1218433.434877821 7316684.861747535, 1228433.434877821 7316684.861747535))",24,24,6138,10.9939,54.8205,-4.65,-6.800000000000001,-4.8500000000000005,2.3,6.3,11.2,9.5,12.2,10.3,5.8,0.2,-0.5
1276,"POLYGON ((1238433.434877821 7306684.861747535, 1238433.434877821 7316684.861747535, 1228433.434877821 7316684.861747535, 1228433.434877821 7306684.861747535, 1238433.434877821 7306684.861747535))",24,24,6138,10.9939,54.8205,-4.65,-6.800000000000001,-4.8500000000000005,2.3,6.3,11.2,9.5,12.2,10.3,5.8,0.2,-0.5
1277,"POLYGON ((1238433.434877821 7316684.861747535, 1238433.434877821 7326684.861747535, 1228433.434877821 7326684.861747535, 1228433.434877821 7316684.861747535, 1238433.434877821 7316684.861747535))",24,24,6138,10.9939,54.8205,-4.65,-6.800000000000001,-4.8500000000000005,2.3,6.3,11.2,9.5,12.2,10.3,5.8,0.2,-0.5
1278,"POLYGON ((1238433.434877821 7326684.861747535, 1238433.434877821 7336684.861747535, 1228433.434877821 7336684.861747535, 1228433.434877821 7326684.861747535, 1238433.434877821 7326684.861747535))",24,24,6138,10.9939,54.8205,-4.65,-6.800000000000001,-4.8500000000000005,2.3,6.3,11.2,9.5,12.2,10.3,5.8,0.2,-0.5
1279,"POLYGON ((1238433.434877821 7336684.861747535, 1238433.434877821 7346684.861747535, 1228433.434877821 7346684.861747535, 1228433.434877821 7336684.861747535, 1238433.434877821 7336684.861747535))",24,24,6138,10.9939,54.8205,-4.65,-6.800000000000001,-4.8500000000000005,2.3,6.3,11.2,9.5,12.2,10.3,5.8,0.2,-0.5
1280,"POLYGON ((1238433.434877821 7346684.861747535, 1238433.434877821 7356684.861747535, 1228433.434877821 7356684.861747535, 1228433.434877821 7346684.861747535, 1238433.434877821 7346684.861747535))",24,24,6138,10.9939,54.8205,-4.65,-6.800000000000001,-4.8500000000000005,2.3,6.3,11.2,9.5,12.2,10.3,5.8,0.2,-0.5
1195,"POLYGON ((1188433.434877821 7466684.861747535, 1188433.434877821 7476684.861747535, 1178433.434877821 7476684.861747535, 1178433.434877821 7466684.861747535, 1188433.434877821 7466684.861747535))",0,0,6159,10.8694,55.7435,-3.9,-5.800000000000001,-3.65,0.8,4.4,10.0,11.8,13.5,10.5,6.1,1.1,-0.4
1223,"POLYGON ((1198433.434877821 7456684.861747535, 1198433.434877821 7466684.861747535, 1188433.434877821 7466684.861747535, 1188433.434877821 7456684.861747535, 1198433.434877821 7456684.861747535))",0,0,6159,10.8694,55.7435,-3.9,-5.800000000000001,-3.65,0.8,4.4,10.0,11.8,13.5,10.5,6.1,1.1,-0.4
1224,"POLYGON ((1198433.434877821 7466684.861747535, 1198433.434877821 7476684.861747535, 1188433.434877821 7476684.861747535, 1188433.434877821 7466684.861747535, 1198433.434877821 7466684.861747535))",0,0,6159,10.8694,55.7435,-3.9,-5.800000000000001,-3.65,0.8,4.4,10.0,11.8,13.5,10.5,6.1,1.1,-0.4
1258,"POLYGON ((1218433.434877821 7506684.861747535, 1218433.434877821 7516684.861747535, 1208433.434877821 7516684.861747535, 1208433.434877821 7506684.861747535, 1218433.434877821 7506684.861747535))",0,0,6159,10.8694,55.7435,-3.9,-5.800000000000001,-3.65,0.8,4.4,10.0,11.8,13.5,10.5,6.1,1.1,-0.4
1269,"POLYGON ((1228433.434877821 7486684.861747535, 1228433.434877821 7496684.861747535, 1218433.434877821 7496684.861747535, 1218433.434877821 7486684.861747535, 1228433.434877821 7486684.861747535))",0,0,6159,10.8694,55.7435,-3.9,-5.800000000000001,-3.65,0.8,4.4,10.0,11.8,13.5,10.5,6.1,1.1,-0.4
1270,"POLYGON ((1228433.434877821 7496684.861747535, 1228433.434877821 7506684.861747535, 1218433.434877821 7506684.861747535, 1218433.434877821 7496684.861747535, 1228433.434877821 7496684.861747535))",0,0,6159,10.8694,55.7435,-3.9,-5.800000000000001,-3.65,0.8,4.4,10.0,11.8,13.5,10.5,6.1,1.1,-0.4
1271,"POLYGON ((1228433.434877821 7506684.861747535, 1228433.434877821 7516684.861747535, 1218433.434877821 7516684.861747535, 1218433.434877821 7506684.861747535, 1228433.434877821 7506684.861747535))",0,0,6159,10.8694,55.7435,-3.9,-5.800000000000001,-3.65,0.8,4.4,10.0,11.8,13.5,10.5,6.1,1.1,-0.4
1281,"POLYGON ((1238433.434877821 7486684.861747535, 1238433.434877821 7496684.861747535, 1228433.434877821 7496684.861747535, 1228433.434877821 7486684.861747535, 1238433.434877821 7486684.861747535))",0,0,6159,10.8694,55.7435,-3.9,-5.800000000000001,-3.65,0.8,4.4,10.0,11.8,13.5,10.5,6.1,1.1,-0.4
1282,"POLYGON ((1238433.434877821 7496684.861747535, 1238433.434877821 7506684.861747535, 1228433.434877821 7506684.861747535, 1228433.434877821 7496684.861747535, 1238433.434877821 7496684.861747535))",0,0,6159,10.8694,55.7435,-3.9,-5.800000000000001,-3.65,0.8,4.4,10.0,11.8,13.5,10.5,6.1,1.1,-0.4
1283,"POLYGON ((1238433.434877821 7506684.861747535, 1238433.434877821 7516684.861747535, 1228433.434877821 7516684.861747535, 1228433.434877821 7506684.861747535, 1238433.434877821 7506684.861747535))",0,0,6159,10.8694,55.7435,-3.9,-5.800000000000001,-3.65,0.8,4.4,10.0,11.8,13.5,10.5,6.1,1.1,-0.4
1296,"POLYGON ((1248433.434877821 7466684.861747535, 1248433.434877821 7476684.861747535, 1238433.434877821 7476684.861747535, 1238433.434877821 7466684.861747535, 1248433.434877821 7466684.861747535))",0,0,6159,10.8694,55.7435,-3.9,-5.800000000000001,-3.65,0.8,4.4,10.0,11.8,13.5,10.5,6.1,1.1,-0.4
1297,"POLYGON ((1248433.434877821 7476684.861747535, 1248433.434877821 7486684.861747535, 1238433.434877821 7486684.861747535, 1238433.434877821 7476684.861747535, 1248433.434877821 7476684.861747535))",0,0,6159,10.8694,55.7435,-3.9,-5.800000000000001,-3.65,0.8,4.4,10.0,11.8,13.5,10.5,6.1,1.1,-0.4
1298,"POLYGON ((1248433.434877821 7486684.861747535, 1248433.434877821 7496684.861747535, 1238433.434877821 7496684.861747535, 1238433.434877821 7486684.861747535, 1248433.434877821 7486684.861747535))",0,0,6159,10.8694,55.7435,-3.9,-5.800000000000001,-3.65,0.8,4.4,10.0,11.8,13.5,10.5,6.1,1.1,-0.4
1299,"POLYGON ((1248433.434877821 7496684.861747535, 1248433.434877821 7506684.861747535, 1238433.434877821 7506684.861747535, 1238433.434877821 7496684.861747535, 1248433.434877821 7496684.861747535))",0,0,6159,10.8694,55.7435,-3.9,-5.800000000000001,-3.65,0.8,4.4,10.0,11.8,13.5,10.5,6.1,1.1,-0.4
1300,"POLYGON ((1248433.434877821 7506684.861747535, 1248433.434877821 7516684.861747535, 1238433.434877821 7516684.861747535, 1238433.434877821 7506684.861747535, 1248433.434877821 7506684.861747535))",0,0,6159,10.8694,55.7435,-3.9,-5.800000000000001,-3.65,0.8,4.4,10.0,11.8,13.5,10.5,6.1,1.1,-0.4
1241,"POLYGON ((1208433.434877821 7396684.861747535, 1208433.434877821 7406684.861747535, 1198433.434877821 7406684.861747535, 1198433.434877821 7396684.861747535, 1208433.434877821 7396684.861747535))",43,43,6151,11.1348,55.1593,-6.25,-6.0,-3.85,0.2,5.1,10.5,9.8,11.8,6.6,4.9,-0.4,-0.7
1242,"POLYGON ((1208433.434877821 7406684.861747535, 1208433.434877821 7416684.861747535, 1198433.434877821 7416684.861747535, 1198433.434877821 7406684.861747535, 1208433.434877821 7406684.861747535))",43,43,6151,11.1348,55.1593,-6.25,-6.0,-3.85,0.2,5.1,10.5,9.8,11.8,6.6,4.9,-0.4,-0.7
1255,"POLYGON ((1218433.434877821 7366684.861747535, 1218433.434877821 7376684.861747535, 1208433.434877821 7376684.861747535, 1208433.434877821 7366684.861747535, 1218433.434877821 7366684.861747535))",43,43,6151,11.1348,55.1593,-6.25,-6.0,-3.85,0.2,5.1,10.5,9.8,11.8,6.6,4.9,-0.4,-0.7
1256,"POLYGON ((1218433.434877821 7376684.861747535, 1218433.434877821 7386684.861747535, 1208433.434877821 7386684.861747535, 1208433.434877821 7376684.861747535, 1218433.434877821 7376684.861747535))",43,43,6151,11.1348,55.1593,-6.25,-6.0,-3.85,0.2,5.1,10.5,9.8,11.8,6.6,4.9,-0.4,-0.7
1257,"POLYGON ((1218433.434877821 7386684.861747535, 1218433.434877821 7396684.861747535, 1208433.434877821 7396684.861747535, 1208433.434877821 7386684.861747535, 1218433.434877821 7386684.861747535))",43,43,6151,11.1348,55.1593,-6.25,-6.0,-3.85,0.2,5.1,10.5,9.8,11.8,6.6,4.9,-0.4,-0.7
1267,"POLYGON ((1228433.434877821 7376684.861747535, 1228433.434877821 7386684.861747535, 1218433.434877821 7386684.861747535, 1218433.434877821 7376684.861747535, 1228433.434877821 7376684.861747535))",43,43,6151,11.1348,55.1593,-6.25,-6.0,-3.85,0.2,5.1,10.5,9.8,11.8,6.6,4.9,-0.4,-0.7
1268,"POLYGON ((1228433.434877821 7386684.861747535, 1228433.434877821 7396684.861747535, 1218433.434877821 7396684.861747535, 1218433.434877821 7386684.861747535, 1228433.434877821 7386684.861747535))",43,43,6151,11.1348,55.1593,-6.25,-6.0,-3.85,0.2,5.1,10.5,9.8,11.8,6.6,4.9,-0.4,-0.7
1262,"POLYGON ((1218433.434877821 7646684.861747535, 1218433.434877821 7656684.861747535, 1208433.434877821 7656684.861747535, 1208433.434877821 7646684.861747535, 1218433.434877821 7646684.861747535))",7,7,6079,11.5098,56.7169,-4.0,-6.35,-4.55,0.8,3.5,10.3,12.6,13.0,10.6,7.2,1.7,0.0
1263,"POLYGON ((1218433.434877821 7656684.861747535, 1218433.434877821 7666684.861747535, 1208433.434877821 7666684.861747535, 1208433.434877821 7656684.861747535, 1218433.434877821 7656684.861747535))",7,7,6079,11.5098,56.7169,-4.0,-6.35,-4.55,0.8,3.5,10.3,12.6,13.0,10.6,7.2,1.7,0.0
1273,"POLYGON ((1228433.434877821 7646684.861747535, 1228433.434877821 7656684.861747535, 1218433.434877821 7656684.861747535, 1218433.434877821 7646684.861747535, 1228433.434877821 7646684.861747535))",7,7,6079,11.5098,56.7169,-4.0,-6.35,-4.55,0.8,3.5,10.3,12.6,13.0,10.6,7.2,1.7,0.0
1384,"POLYGON ((1288433.434877821 7696684.861747535, 1288433.434877821 7706684.861747535, 1278433.434877821 7706684.861747535, 1278433.434877821 7696684.861747535, 1288433.434877821 7696684.861747535))",7,7,6079,11.5098,56.7169,-4.0,-6.35,-4.55,0.8,3.5,10.3,12.6,13.0,10.6,7.2,1.7,0.0
1284,"POLYGON ((1238433.434877821 7536684.861747535, 1238433.434877821 7546684.861747535, 1228433.434877821 7546684.861747535, 1228433.434877821 7536684.861747535, 1238433.434877821 7536684.861747535))",30,30,6169,11.2787,56.0083,-4.6,-4.85,-3.5,1.8,5.2,10.0,12.1,13.6,10.9,6.5,1.8,0.6
1301,"POLYGON ((1248433.434877821 7526684.861747535, 1248433.434877821 7536684.861747535, 1238433.434877821 7536684.861747535, 1238433.434877821 7526684.861747535, 1248433.434877821 7526684.861747535))",30,30,6169,11.2787,56.0083,-4.6,-4.85,-3.5,1.8,5.2,10.0,12.1,13.6,10.9,6.5,1.8,0.6
1302,"POLYGON ((1248433.434877821 7536684.861747535, 1248433.434877821 7546684.861747535, 1238433.434877821 7546684.861747535, 1238433.434877821 7536684.861747535, 1248433.434877821 7536684.861747535))",30,30,6169,11.2787,56.0083,-4.6,-4.85,-3.5,1.8,5.2,10.0,12.1,13.6,10.9,6.5,1.8,0.6
1341,"POLYGON ((1268433.434877821 7546684.861747535, 1268433.434877821 7556684.861747535, 1258433.434877821 7556684.861747535, 1258433.434877821 7546684.861747535, 1268433.434877821 7546684.861747535))",30,30,6169,11.2787,56.0083,-4.6,-4.85,-3.5,1.8,5.2,10.0,12.1,13.6,10.9,6.5,1.8,0.6
1382,"POLYGON ((1288433.434877821 7536684.861747535, 1288433.434877821 7546684.861747535, 1278433.434877821 7546684.861747535, 1278433.434877821 7536684.861747535, 1288433.434877821 7536684.861747535))",30,30,6169,11.2787,56.0083,-4.6,-4.85,-3.5,1.8,5.2,10.0,12.1,13.6,10.9,6.5,1.8,0.6
1383,"POLYGON ((1288433.434877821 7546684.861747535, 1288433.434877821 7556684.861747535, 1278433.434877821 7556684.861747535, 1278433.434877821 7546684.861747535, 1288433.434877821 7546684.861747535))",30,30,6169,11.2787,56.0083,-4.6,-4.85,-3.5,1.8,5.2,10.0,12.1,13.6,10.9,6.5,1.8,0.6
1406,"POLYGON ((1298433.434877821 7546684.861747535, 1298433.434877821 7556684.861747535, 1288433.434877821 7556684.861747535, 1288433.434877821 7546684.861747535, 1298433.434877821 7546684.861747535))",30,30,6169,11.2787,56.0083,-4.6,-4.85,-3.5,1.8,5.2,10.0,12.1,13.6,10.9,6.5,1.8,0.6
1287,"POLYGON ((1248433.434877821 7306684.861747535, 1248433.434877821 7316684.861747535, 1238433.434877821 7316684.861747535, 1238433.434877821 7306684.861747535, 1248433.434877821 7306684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1288,"POLYGON ((1248433.434877821 7316684.861747535, 1248433.434877821 7326684.861747535, 1238433.434877821 7326684.861747535, 1238433.434877821 7316684.861747535, 1248433.434877821 7316684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1289,"POLYGON ((1248433.434877821 7326684.861747535, 1248433.434877821 7336684.861747535, 1238433.434877821 7336684.861747535, 1238433.434877821 7326684.861747535, 1248433.434877821 7326684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
1290,"POLYGON ((1248433.434877821 7336684.861747535, 1248433.434877821 7346684.861747535, 1238433.434877821 7346684.861747535, 1238433.434877821 7336684.861747535, 1248433.434877821 7336684.861747535))",29,29,6141,11.3292,54.8275,-8.100000000000001,-6.65,-6.8500000000000005,-2.7,0.3,6.2,6.8,6.9,5.1,4.0,-0.7,-1.7
